id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1400036752593674246,1399731245920235522,2021-06-02 13:29:07 +03,2021-06-02,13:29:07,+0300,1063495286797058048,ozgurlugun_50,ÖZGÜRLÜĞÜN 50 TONU,,@sesimesesolun Katliam yap sonra serbest kal nerde kaldı adalet #6kisininhakkinerede #22YasağıKaldırılsın #Saat 22 #kabinetoplantısı #Ali Koc #yasaklar,tr,[],[],[],0,0,0,"['6kisininhakkinerede', '22yasağıkaldırılsın', 'saat', 'kabinetoplantısı', 'ali', 'yasaklar']",[],https://twitter.com/ozgurlugun_50/status/1400036752593674246,False,,0,,,,,,,,"[{'screen_name': 'sesimesesolun', 'name': 'YEKBUN izol #SiverekKatliamıİcinAdalet', 'id': '2900446787'}]",,,,
1400036587816243218,1400033353416466433,2021-06-02 13:28:28 +03,2021-06-02,13:28:28,+0300,1071760246367027200,dbkgbts,suve🧈,,@ueroki sanem. yasaklar kalkti,tr,[],[],[],0,0,0,[],[],https://twitter.com/dbkgbts/status/1400036587816243218,False,,0,,,,,,,,"[{'screen_name': 'ueroki', 'name': '\u200fً', 'id': '1273693752029151233'}]",,,,
1400036501514293251,1399765087896969223,2021-06-02 13:28:08 +03,2021-06-02,13:28:08,+0300,525548443,ramazanardic88,ramazan46🇹🇷🇹🇷🇹🇷,,@BostanogluBilal @TCalguner @aDilipak Dünyaya rezil ettiği kişiyi o sarılmadan sonra tekrar rezil etti eğer yasaklar üzerinden eleştiri yapacaksanız bilim kurulunu sağlık bakanı ni eleştir bu daha iyi,tr,[],[],[],0,0,0,[],[],https://twitter.com/ramazanardic88/status/1400036501514293251,False,,0,,,,,,,,"[{'screen_name': 'BostanogluBilal', 'name': 'BİLAL BOSTANOGLU', 'id': '2833983249'}, {'screen_name': 'TCalguner', 'name': 'Tahir Çalgüner', 'id': '1292101432934531072'}, {'screen_name': 'aDilipak', 'name': 'Abdurrahman Dilipak', 'id': '282510651'}]",,,,
1400036475186601984,1400036475186601984,2021-06-02 13:28:01 +03,2021-06-02,13:28:01,+0300,1007476576664064000,kultaybolat45,Ömer Taha Yüksel,,Yasaklar kalkmış  https://t.co/grQRgFq2eC,tr,[],[],[],0,0,0,[],[],https://twitter.com/kultaybolat45/status/1400036475186601984,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1400036368185712641/pu/img/O3ktzTHVJEfZzg2H.jpg,,,,,,,[],,,,
1400035762813427713,1400034010575867905,2021-06-02 13:25:11 +03,2021-06-02,13:25:11,+0300,1145025104,serdarcelik__,S. ÇELİK 🇹🇷,,@H_Ciloglu Halklar  uyandı..Yargılanacaksınız sözleri yankılanmaya başladı Bilim kur.üyesi Pınar Okyay bile canlı yayında yasaklar hukuki değil alınan ve uygulamaya konulan kararlar bizden çıkmıyor bize hazır geliyor diyorsa demekki pandemi yalanı çok kişiyi YAKACAK,tr,[],[],[],0,0,0,[],[],https://twitter.com/serdarcelik__/status/1400035762813427713,False,,0,,,,,,,,"[{'screen_name': 'H_Ciloglu', 'name': 'Hüseyin Çiloğlu', 'id': '1000779197873258501'}]",,,,
1400035752550047747,1400033353416466433,2021-06-02 13:25:09 +03,2021-06-02,13:25:09,+0300,1273693752029151233,ueroki,‏ً,,@dbkgbts jsxjakdhendj yasaklar faln kalkarsa kacalim bi yerlere,tr,[],[],[],1,0,0,[],[],https://twitter.com/ueroki/status/1400035752550047747,False,,0,,,,,,,,"[{'screen_name': 'dbkgbts', 'name': 'suve🧈', 'id': '1071760246367027200'}]",,,,
1400035451772227584,1400035451772227584,2021-06-02 13:23:57 +03,2021-06-02,13:23:57,+0300,4091072643,serdargoksgok,Serdar Gök,,Şuan 10 gündür İstanbul’da durum böyle(deneyebilirsiniz)ülke de pasaport yenileyemiyorsunuz durum bu kendi memleketimizde bizi hapis ettiler başka ülkeye gitmemize de izin vermiyorlar🤦 #icisleribakanlığı #yasaklar #süslü sal bizi gidelim.  https://t.co/9nwYPh46jU,tr,[],[],['https://pbs.twimg.com/media/E23s0RaXEAEwOPy.jpg'],0,0,0,"['icisleribakanlığı', 'yasaklar', 'süslü']",[],https://twitter.com/SerdargokSgok/status/1400035451772227584,False,,1,https://pbs.twimg.com/media/E23s0RaXEAEwOPy.jpg,,,,,,,[],,,,
1400035320712904709,1400035320712904709,2021-06-02 13:23:26 +03,2021-06-02,13:23:26,+0300,1141324155310268418,tumasques,Serhat,,Yasaklar kalktı hava bozdu illa evde kalacağız,tr,[],[],[],0,1,68,[],[],https://twitter.com/Tumasques/status/1400035320712904709,False,,0,,,,,,,,[],,,,
1400035257966026757,1400035257966026757,2021-06-02 13:23:11 +03,2021-06-02,13:23:11,+0300,292182954,turizmhabermrk,Turizm Haber Merkezi,,Aşı piyangoya döndü! Ülkede aşı olanlara toplam 10 milyon dolar ödül verecekler  https://t.co/SKKsS8gIVK #aşı #kampanya #yasaklar #dolar #2023Yaklaştıkça,tr,[],['https://www.turizmhabermerkezi.net/asi-piyangoya-dondu-ulkede-asi-olanlara-toplam-10-milyon-dolar-odul-verecekler/16274/'],[],0,0,0,"['aşı', 'kampanya', 'yasaklar', 'dolar', '2023yaklaştıkça']",[],https://twitter.com/turizmhabermrk/status/1400035257966026757,False,,0,,,,,,,,[],,,,
1400035180275023874,1400035180275023874,2021-06-02 13:22:53 +03,2021-06-02,13:22:53,+0300,919577295513358336,helinimssii,helin ama ağır depresyon içinde✪,,Hazır yasaklar kalkmışken yokmu bi istanbula gitmemiz,tr,[],[],[],0,0,2,[],[],https://twitter.com/helinimssii/status/1400035180275023874,False,,0,,,,,,,,[],,,,
